G1G1K-7573-MONOMER	G1G1K-7573		RDD family protein	
G1G1K-6190-MONOMER	G1G1K-6190	C3JZ17	hypothetical protein	
G1G1K-593-MONOMER	G1G1K-593		pilus assembly protein	
G1G1K-2479-MONOMER	G1G1K-2479		competence protein ComEA	
G1G1K-5533-MONOMER	G1G1K-5533	C3JXK8	alpha/beta hydrolase	
G1G1K-8019-MONOMER	G1G1K-8019	C3K204	anthranilate dioxygenase reductase	AntC
G1G1K-976-MONOMER	G1G1K-976	C3K829	acyl dehydratase	
G1G1K-5930-MONOMER	G1G1K-5930	C3JYD7	MFS transporter	EmrB
G1G1K-5632-MONOMER	G1G1K-5632		hydrolase	
G1G1K-2008-MONOMER	G1G1K-2008		MFS transporter	
G1G1K-219-MONOMER	G1G1K-219		hypothetical protein	
G1G1K-4660-MONOMER	G1G1K-4660	C3KA79	recombinase	
G1G1K-1164-MONOMER	G1G1K-1164	C3KE94	prepilin peptidase	
G1G1K-4993-MONOMER	G1G1K-4993	C3KC77	homoprotocatechuate degradation operon regulator, HpaR	HpaR
G1G1K-6769-MONOMER	G1G1K-6769		flagellar biosynthetic protein FliP	FliP
G1G1K-9461-MONOMER	G1G1K-9461	C3K4F4	N-acetyltransferase	
G1G1K-4388-MONOMER	G1G1K-4388	C3KAX9	hypothetical protein	
G1G1K-9133-MONOMER	G1G1K-9133		aspartate aminotransferase family protein	
G1G1K-1276-MONOMER	G1G1K-1276	C3K6Y1	conjugal transfer protein TraR	
G1G1K-5717-MONOMER	G1G1K-5717		ABC transporter ATP-binding protein	
G1G1K-4819-MONOMER	G1G1K-4819	C3KBD0	long-chain acyl-CoA synthetase	
G1G1K-4479-MONOMER	G1G1K-4479	C3KA01	hypothetical protein	
G1G1K-4442-MONOMER	G1G1K-4442	C3K9Y0	(2Fe-2S)-binding protein	
G1G1K-7574-MONOMER	G1G1K-7574	C3K155	membrane protein	
G1G1K-7200-MONOMER	G1G1K-7200		S49 family peptidase	
G1G1K-977-MONOMER	G1G1K-977	C3K830	3-oxoacyl-ACP reductase	
G1G1K-594-MONOMER	G1G1K-594	C3KAI0	fimbriae biosynthesis protein	
G1G1K-9263-MONOMER	G1G1K-9263	C3K424	hydroxymethylbilane synthase	
G1G1K-6770-MONOMER	G1G1K-6770	C3K0I9	flagellar biosynthetic protein FliO	FliO
G1G1K-8517-MONOMER	G1G1K-8517		lysylphosphatidylglycerol synthetase family protein	
G1G1K-3287-MONOMER	G1G1K-3287		hypothetical protein	
G1G1K-7575-MONOMER	G1G1K-7575	C3K156	membrane protein	
G1G1K-5183-MONOMER	G1G1K-5183	C3KD45	hypothetical protein	
G1G1K-220-MONOMER	G1G1K-220	C3KBG1	hypothetical protein	
G1G1K-8316-MONOMER	G1G1K-8316	C3K2I2	Lrp/AsnC family transcriptional regulator	
G1G1K-4015-MONOMER	G1G1K-4015	C3K9G3	non-ribosomal peptide synthetase	
G1G1K-6771-MONOMER	G1G1K-6771		flagellar motor switch protein FliN	FliN
G1G1K-4722-MONOMER	G1G1K-4722		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	
G1G1K-5303-MONOMER	G1G1K-5303	C3KCH9	CoA transferase	
G1G1K-4779-MONOMER	G1G1K-4779		glycosyl hydrolase	
G1G1K-8870-MONOMER	G1G1K-8870	C3K3E5	two-component system response regulator	
G1G1K-6191-MONOMER	G1G1K-6191	C3JZ18	allophanate hydrolase	
G1G1K-2089-MONOMER	G1G1K-2089		addiction module toxin, HicA family	
G1G1K-4328-MONOMER	G1G1K-4328	C3KAT8	monooxygenase	
G1G1K-1566-MONOMER	G1G1K-1566		hypothetical protein	
G1G1K-4914-MONOMER	G1G1K-4914	C3KC34	AraC family transcriptional regulator	
G1G1K-978-MONOMER	G1G1K-978	C3K831	acetyl-CoA acetyltransferase	
G1G1K-7576-MONOMER	G1G1K-7576	C3K157	hypothetical protein	
G1G1K-595-MONOMER	G1G1K-595	C3KAI1	pilus protein	
G1G1K-7201-MONOMER	G1G1K-7201	C3K0P1	haloacid dehalogenase	
G1G1K-2531-MONOMER	G1G1K-2531	C3K654	2-dehydropantoate 2-reductase	
G1G1K-3681-MONOMER	G1G1K-3681	C3K981	hydroxypyruvate isomerase	
G1G1K-1401-MONOMER	G1G1K-1401	C3KDE5	two-component sensor histidine kinase	
G1G1K-3921-MONOMER	G1G1K-3921	C3K9B9	AraC family transcriptional regulator	
G1G1K-6413-MONOMER	G1G1K-6413		acetyl-CoA carboxylase carboxyl transferase subunit beta	
G1G1K-6772-MONOMER	G1G1K-6772		flagellar motor switch protein FliM	
G1G1K-221-MONOMER	G1G1K-221	C3KBG2	hypothetical protein	
G1G1K-8106-MONOMER	G1G1K-8106		transcription termination/antitermination protein NusA	NusA
G1G1K-9552-MONOMER	G1G1K-9552		ATP synthase subunit A	
G1G1K-1711-MONOMER	G1G1K-1711	C3KCT3	hypothetical protein	
G1G1K-4874-MONOMER	G1G1K-4874		hypothetical protein	
G1G1K-8644-MONOMER	G1G1K-8644		SpoVR family protein	
G1G1K-5832-MONOMER	G1G1K-5832	C3JY64	cold shock domain protein CspD	CspD
G1G1K-979-MONOMER	G1G1K-979		serine protein kinase RIO	
G1G1K-4572-MONOMER	G1G1K-4572	C3KB05	phosphatidylserine synthase	PssA
G1G1K-9264-MONOMER	G1G1K-9264		DNA-binding response regulator	
G1G1K-3084-MONOMER	G1G1K-3084	C3K925	3-isopropylmalate dehydratase small subunit	LeuD
G1G1K-3422-MONOMER	G1G1K-3422	C3KAQ9	alcohol dehydrogenase	
G1G1K-8422-MONOMER	G1G1K-8422		MaoC family dehydratase	
G1G1K-4502-MONOMER	G1G1K-4502		hypothetical protein	
G1G1K-5268-MONOMER	G1G1K-5268		amidase	
G1G1K-7202-MONOMER	G1G1K-7202		23S rRNA pseudouridine(955/2504/2580) synthase	
G1G1K-7577-MONOMER	G1G1K-7577	C3K158	MoxR family ATPase	
G1G1K-3191-MONOMER	G1G1K-3191	C3K686	hypothetical protein	
G1G1K-596-MONOMER	G1G1K-596		pilus assembly protein PilQ	
G1G1K-2224-MONOMER	G1G1K-2224		MFS transporter	
G1G1K-1777-MONOMER	G1G1K-1777		hypothetical protein	
G1G1K-1743-MONOMER	G1G1K-1743		diacylglycerol kinase	
G1G1K-5353-MONOMER	G1G1K-5353	C3KD82	glutamate dehydrogenase	
G1G1K-4661-MONOMER	G1G1K-4661		peroxiredoxin	AhpC
G1G1K-4082-MONOMER	G1G1K-4082		myo-inosose-2 dehydratase	IolE
G1G1K-2837-MONOMER	G1G1K-2837	C3K7N1	TetR family transcriptional regulator	
G1G1K-4170-MONOMER	G1G1K-4170		ABC transporter substrate-binding protein	
G1G1K-222-MONOMER	G1G1K-222		curli production assembly protein CsgG	
G1G1K-2733-MONOMER	G1G1K-2733		succinyl-CoA ligase subunit beta	
G1G1K-4951-MONOMER	G1G1K-4951	C3KCX0	hypothetical protein	
G1G1K-6773-MONOMER	G1G1K-6773		flagellar basal body-associated protein FliL	
G1G1K-5534-MONOMER	G1G1K-5534		NAD(P)/FAD-dependent oxidoreductase	
G1G1K-9465-MONOMER	G1G1K-9465	C3K4F6	pyruvate carboxylase	OadA
G1G1K-984-MONOMER	G1G1K-984	C3K833	Cu(I)-responsive transcriptional regulator	CueR
G1G1K-4548-MONOMER	G1G1K-4548	C3KA70	hypothetical protein	
G1G1K-1813-MONOMER	G1G1K-1813	C3K4P8	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	TsaB
G1G1K-1165-MONOMER	G1G1K-1165		type II secretion system protein F	
G1G1K-7203-MONOMER	G1G1K-7203	C3K0P3	ribonuclease E	
G1G1K-9006-MONOMER	G1G1K-9006	C3K3M5	peptidase M16	
G1G1K-1339-MONOMER	G1G1K-1339		hypothetical protein	
G1G1K-1642-MONOMER	G1G1K-1642		transporter	
G1G1K-6778-MONOMER	G1G1K-6778	C3K0J3	flagellar hook-length control protein FliK	
G1G1K-5477-MONOMER	G1G1K-5477		hypothetical protein	
G1G1K-7578-MONOMER	G1G1K-7578	C3K159	DUF58 domain-containing protein	
G1G1K-1277-MONOMER	G1G1K-1277		septal ring lytic transglycosylase RlpA family lipoprotein	
G1G1K-597-MONOMER	G1G1K-597		shikimate kinase I	
G1G1K-5238-MONOMER	G1G1K-5238		sorbosone dehydrogenase	
G1G1K-9134-MONOMER	G1G1K-9134		glutamine synthetase	
G1G1K-3520-MONOMER	G1G1K-3520		flavin reductase	
G1G1K-2277-MONOMER	G1G1K-2277		hypothetical protein	
G1G1K-6192-MONOMER	G1G1K-6192	C3JZ19	acetyl-CoA carboxylase biotin carboxylase subunit	AccC
G1G1K-2316-MONOMER	G1G1K-2316	C3K621	TetR family transcriptional regulator	
G1G1K-223-MONOMER	G1G1K-223	C3KBG4	DUF4810 domain-containing protein	
G1G1K-2137-MONOMER	G1G1K-2137		hypothetical protein	
G1G1K-7579-MONOMER	G1G1K-7579		PilZ domain-containing protein	
G1G1K-2868-MONOMER	G1G1K-2868	C3K880	transposase	
G1G1K-5178-MONOMER	G1G1K-5178		methyl-accepting chemotaxis protein	
G1G1K-7204-MONOMER	G1G1K-7204	C3K0P4	nucleotidyltransferase family protein	
G1G1K-985-MONOMER	G1G1K-985	C3K834	copper-translocating P-type ATPase	
G1G1K-6037-MONOMER	G1G1K-6037	C3JYK9	RND transporter	
G1G1K-4274-MONOMER	G1G1K-4274	C3K9V2	hypothetical protein	
G1G1K-8518-MONOMER	G1G1K-8518	C3K2T9	permease	
G1G1K-6782-MONOMER	G1G1K-6782	C3K0T8	Hpt domain-containing protein	
G1G1K-598-MONOMER	G1G1K-598		3-dehydroquinate synthase	
G1G1K-8645-MONOMER	G1G1K-8645	C3K334	multifunctional CCA tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	
G1G1K-9267-MONOMER	G1G1K-9267	C3K426	argininosuccinate lyase	ArgH
G1G1K-6414-MONOMER	G1G1K-6414	C3JZS5	N-(5'-phosphoribosyl)anthranilate isomerase	
G1G1K-7205-MONOMER	G1G1K-7205	C3K0P5	hypothetical protein	
G1G1K-8322-MONOMER	G1G1K-8322	C3K2I3	acyl carrier protein	
G1G1K-2351-MONOMER	G1G1K-2351		anti-sigma factor antagonist	
G1G1K-5478-MONOMER	G1G1K-5478		glutaminase	
G1G1K-2009-MONOMER	G1G1K-2009	C3KAN8	3-carboxy-cis,cis-muconate cycloisomerase	
G1G1K-224-MONOMER	G1G1K-224		hypothetical protein	
G1G1K-1475-MONOMER	G1G1K-1475		hypothetical protein	
G1G1K-7580-MONOMER	G1G1K-7580		hypothetical protein	
G1G1K-986-MONOMER	G1G1K-986	C3K8V4	hypothetical protein	
G1G1K-5976-MONOMER	G1G1K-5976		protein kinase	
G1G1K-2625-MONOMER	G1G1K-2625	C3K7L7	hypothetical protein	
G1G1K-5786-MONOMER	G1G1K-5786	C3JY35	2-hydroxyacid dehydrogenase	
G1G1K-2090-MONOMER	G1G1K-2090	C3KDH4	LysR family transcriptional regulator	
G1G1K-8107-MONOMER	G1G1K-8107		ribosome maturation factor	
G1G1K-9553-MONOMER	G1G1K-9553		F0F1 ATP synthase subunit I	
G1G1K-4113-MONOMER	G1G1K-4113	C3K9K6	TonB-dependent siderophore receptor	
G1G1K-2976-MONOMER	G1G1K-2976		hypothetical protein	
G1G1K-7581-MONOMER	G1G1K-7581		pyruvate kinase	Pyk
G1G1K-5833-MONOMER	G1G1K-5833	C3JY65	isocitrate dehydrogenase (NADP(+))	
G1G1K-7206-MONOMER	G1G1K-7206	C3K0P6	C4-dicarboxylate transporter	
G1G1K-3089-MONOMER	G1G1K-3089	C3K926	LysR family transcriptional regulator	
G1G1K-3192-MONOMER	G1G1K-3192		peptidase	
G1G1K-599-MONOMER	G1G1K-599	C3KAI4	cell division protein	
G1G1K-8873-MONOMER	G1G1K-8873		polysaccharide lyase family 7 protein	
G1G1K-6783-MONOMER	G1G1K-6783		chemotaxis protein CheY	
G1G1K-987-MONOMER	G1G1K-987		copper chaperone	
G1G1K-5156-MONOMER	G1G1K-5156		hypothetical protein	
G1G1K-225-MONOMER	G1G1K-225		VWA domain-containing protein	
G1G1K-7582-MONOMER	G1G1K-7582	C3K163	enoyl-CoA hydratase	
G1G1K-1888-MONOMER	G1G1K-1888		2-dehydro-3-deoxyphosphooctonate aldolase	
G1G1K-1923-MONOMER	G1G1K-1923		histidine/lysine/arginine/ornithine ABC transporter permease HisQ	
G1G1K-7583-MONOMER	G1G1K-7583	C3K164	hypothetical protein	
G1G1K-5066-MONOMER	G1G1K-5066	C3KCB8	phosphate ABC transporter substrate-binding protein PstS	PstS
G1G1K-3288-MONOMER	G1G1K-3288		LuxR family transcriptional regulator	
G1G1K-3398-MONOMER	G1G1K-3398		hybrid sensor histidine kinase/response regulator	
G1G1K-7207-MONOMER	G1G1K-7207	C3K0P7	AraC family transcriptional regulator	
G1G1K-1166-MONOMER	G1G1K-1166		prepilin-type cleavage/methylation domain-containing protein	
G1G1K-6193-MONOMER	G1G1K-6193	C3JZ20	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	
G1G1K-8423-MONOMER	G1G1K-8423	C3K2N7	peptidase C13	
G1G1K-4994-MONOMER	G1G1K-4994	C3KC78	FAD-binding oxidoreductase	
G1G1K-9271-MONOMER	G1G1K-9271	C3K427	glutathione S-transferase	
G1G1K-2975-MONOMER	G1G1K-2975	C3K777	DNA repair protein RadC	
G1G1K-601-MONOMER	G1G1K-601	C3KBH1	glutamate synthase large subunit	
G1G1K-3350-MONOMER	G1G1K-3350		nitrilotriacetate monooxygenase	
G1G1K-7584-MONOMER	G1G1K-7584	C3K165	fumarate hydratase	
G1G1K-3682-MONOMER	G1G1K-3682		dehydrogenase	
G1G1K-9007-MONOMER	G1G1K-9007	C3K3M6	peptidase M16	
G1G1K-4171-MONOMER	G1G1K-4171		peptidyl-prolyl cis-trans isomerase	
G1G1K-988-MONOMER	G1G1K-988	C3K8V6	Bcr/CflA family drug resistance efflux transporter	
G1G1K-4662-MONOMER	G1G1K-4662	C3KA81	alkyl hydroperoxide reductase subunit F	
G1G1K-2425-MONOMER	G1G1K-2425		L-amino acid amidase	
G1G1K-9135-MONOMER	G1G1K-9135	C3K3U1	hypothetical protein	
G1G1K-230-MONOMER	G1G1K-230	C3KBG7	RNA polymerase sigma factor	
G1G1K-4933-MONOMER	G1G1K-4933		non-ribosomal peptide synthetase	
G1G1K-6784-MONOMER	G1G1K-6784		anti-sigma factor antagonist	
G1G1K-8020-MONOMER	G1G1K-8020		aromatic amino acid transporter	
G1G1K-7212-MONOMER	G1G1K-7212	C3K0P8	sensor histidine kinase	
G1G1K-1282-MONOMER	G1G1K-1282	C3K6Y3	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	GatB
G1G1K-2457-MONOMER	G1G1K-2457		hypothetical protein	
G1G1K-4780-MONOMER	G1G1K-4780	C3KB95	short-chain dehydrogenase	
G1G1K-6415-MONOMER	G1G1K-6415		tRNA pseudouridine synthase A	
G1G1K-3609-MONOMER	G1G1K-3609		amino acid synthesis family protein	
G1G1K-5121-MONOMER	G1G1K-5121		anti-sigma K factor	
G1G1K-2680-MONOMER	G1G1K-2680		MFS transporter	
G1G1K-1534-MONOMER	G1G1K-1534		DNA polymerase III subunit chi	
G1G1K-7589-MONOMER	G1G1K-7589	C3K166	two-component sensor histidine kinase	
G1G1K-4820-MONOMER	G1G1K-4820	C3KBD1	biliverdin-producing heme oxygenase	
G1G1K-989-MONOMER	G1G1K-989		hypothetical protein	
G1G1K-602-MONOMER	G1G1K-602		glutamate synthase subunit beta	
G1G1K-4503-MONOMER	G1G1K-4503	C3KA25	hypothetical protein	
G1G1K-3090-MONOMER	G1G1K-3090		alpha/beta hydrolase	
G1G1K-5535-MONOMER	G1G1K-5535		Rrf2 family transcriptional regulator	
G1G1K-8647-MONOMER	G1G1K-8647	C3K335	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	FolK
G1G1K-4594-MONOMER	G1G1K-4594		TonB-denpendent receptor	
G1G1K-3922-MONOMER	G1G1K-3922		hypothetical protein	
G1G1K-231-MONOMER	G1G1K-231	C3KBG8	hypothetical protein	
G1G1K-4329-MONOMER	G1G1K-4329		dimethyl sulfone monooxygenase SfnG	SfnG
G1G1K-6787-MONOMER	G1G1K-6787		flagellar protein FliJ	
G1G1K-5354-MONOMER	G1G1K-5354		hypothetical protein	
G1G1K-7591-MONOMER	G1G1K-7591	C3K167	sigma-54-dependent Fis family transcriptional regulator	
G1G1K-5479-MONOMER	G1G1K-5479	C3JXG0	hypothetical protein	
G1G1K-9272-MONOMER	G1G1K-9272		hypothetical protein	
G1G1K-7213-MONOMER	G1G1K-7213		DNA-binding response regulator	
G1G1K-4275-MONOMER	G1G1K-4275		peptidase C39	
G1G1K-7594-MONOMER	G1G1K-7594		MFS transporter	
G1G1K-990-MONOMER	G1G1K-990	C3K8V8	NADPH:quinone reductase	
G1G1K-607-MONOMER	G1G1K-607	C3KBH3	uroporphyrinogen decarboxylase	
G1G1K-9466-MONOMER	G1G1K-9466		acetyl-CoA carboxylase subunit alpha	
G1G1K-5633-MONOMER	G1G1K-5633	C3JXT1	amidohydrolase	
G1G1K-1167-MONOMER	G1G1K-1167	C3KE97	pilus biosynthesis	
G1G1K-4723-MONOMER	G1G1K-4723	C3KAD0	4-amino-4-deoxy-L-arabinose lipid A transferase	
G1G1K-2532-MONOMER	G1G1K-2532	C3K6K4	5'-nucleotidase	
G1G1K-6788-MONOMER	G1G1K-6788	C3K0U2	flagellum-specific ATP synthase FliI	FliI
G1G1K-2010-MONOMER	G1G1K-2010	C3KAN9	3-oxoadipate enol-lactonase	PcaD
G1G1K-8110-MONOMER	G1G1K-8110	C3K262	preprotein translocase subunit SecG	
G1G1K-8874-MONOMER	G1G1K-8874		hypothetical protein	
G1G1K-9138-MONOMER	G1G1K-9138		glutamine synthetase	
G1G1K-232-MONOMER	G1G1K-232		hypothetical protein	
G1G1K-4875-MONOMER	G1G1K-4875		hypothetical protein	
G1G1K-1643-MONOMER	G1G1K-1643	C3KAL3	fatty acid desaturase	
G1G1K-4389-MONOMER	G1G1K-4389		hypothetical protein	
G1G1K-5834-MONOMER	G1G1K-5834	C3JY66	isocitrate dehydrogenase, NADP-dependent	
G1G1K-1340-MONOMER	G1G1K-1340		hypothetical protein	
G1G1K-9273-MONOMER	G1G1K-9273		DNA-binding protein	
G1G1K-6194-MONOMER	G1G1K-6194	C3JZ94	LysR family transcriptional regulator	
G1G1K-7214-MONOMER	G1G1K-7214		hypothetical protein	
G1G1K-3423-MONOMER	G1G1K-3423	C3KAR0	isoquinoline 1-oxidoreductase subunit beta	
G1G1K-991-MONOMER	G1G1K-991	C3K8V9	antibiotic biosynthesis monooxygenase	
G1G1K-6789-MONOMER	G1G1K-6789	C3K0U3	flagellar assembly protein FliH	
G1G1K-7595-MONOMER	G1G1K-7595		membrane protein	
G1G1K-2893-MONOMER	G1G1K-2893		hypothetical protein	
G1G1K-3193-MONOMER	G1G1K-3193		peptidase	
G1G1K-6419-MONOMER	G1G1K-6419	C3JZT4	peptidoglycan-binding protein	
G1G1K-2138-MONOMER	G1G1K-2138	C3KE29	hypothetical protein	
G1G1K-9554-MONOMER	G1G1K-9554		chromosome partitioning protein ParB	
G1G1K-612-MONOMER	G1G1K-612	C3KBH4	MFS transporter	
G1G1K-1402-MONOMER	G1G1K-1402		DNA-binding response regulator	
G1G1K-2770-MONOMER	G1G1K-2770		two-component sensor histidine kinase	
G1G1K-1816-MONOMER	G1G1K-1816		hypothetical protein	
G1G1K-4665-MONOMER	G1G1K-4665		lactoylglutathione lyase	GloA
G1G1K-1448-MONOMER	G1G1K-1448	C3KEA3	polysaccharide deacetylase	
G1G1K-8111-MONOMER	G1G1K-8111		triose-phosphate isomerase	
G1G1K-5931-MONOMER	G1G1K-5931		multidrug transporter	
G1G1K-1956-MONOMER	G1G1K-1956	C3K867	cysteine synthase	
G1G1K-3809-MONOMER	G1G1K-3809	C3K8K5	biopolymer transporter ExbB	
G1G1K-234-MONOMER	G1G1K-234		SIR2 family protein	
G1G1K-6790-MONOMER	G1G1K-6790		flagellar motor switch protein FliG	
G1G1K-7215-MONOMER	G1G1K-7215		4'-phosphopantetheinyl transferase	
G1G1K-8323-MONOMER	G1G1K-8323		hypothetical protein	
G1G1K-8519-MONOMER	G1G1K-8519	C3K2U0	hypothetical protein	
G1G1K-2356-MONOMER	G1G1K-2356		transaldolase	Tal
G1G1K-992-MONOMER	G1G1K-992		LysR family transcriptional regulator	
G1G1K-2924-MONOMER	G1G1K-2924	C3K5P4	conjugal transfer protein	
G1G1K-6197-MONOMER	G1G1K-6197	C3JZ95	aspartate aminotransferase	
G1G1K-2091-MONOMER	G1G1K-2091	C3KDH5	MFS transporter	
G1G1K-8424-MONOMER	G1G1K-8424	C3K2N8	oxidoreductase	
G1G1K-5718-MONOMER	G1G1K-5718		ABC transporter ATP-binding protein	
G1G1K-1283-MONOMER	G1G1K-1283	C3K6Y4	glutamyl-tRNA(Gln) amidotransferase subunit A	
G1G1K-613-MONOMER	G1G1K-613	C3KBH5	LysR family transcriptional regulator	
G1G1K-8875-MONOMER	G1G1K-8875		fructose-1,6-bisphosphate aldolase	
G1G1K-9008-MONOMER	G1G1K-9008	C3K3M7	16S rRNA methyltransferase	RsmD
G1G1K-5839-MONOMER	G1G1K-5839	C3JY67	NUDIX hydrolase	
G1G1K-7596-MONOMER	G1G1K-7596		Asp/Glu/hydantoin racemase	
G1G1K-5995-MONOMER	G1G1K-5995		transcriptional regulator	
G1G1K-5536-MONOMER	G1G1K-5536	C3JXL1	mechanosensitive ion channel protein MscS	
G1G1K-9274-MONOMER	G1G1K-9274	C3K430	adenylate cyclase	
G1G1K-235-MONOMER	G1G1K-235	C3KBH0	ATPase	
G1G1K-8648-MONOMER	G1G1K-8648		dihydroneopterin aldolase	FolB
G1G1K-4443-MONOMER	G1G1K-4443		aldehyde dehydrogenase	
G1G1K-2652-MONOMER	G1G1K-2652	C3K502	peptide chain release factor N(5)-glutamine methyltransferase	
G1G1K-993-MONOMER	G1G1K-993	C3K8W1	transcriptional regulator	
G1G1K-3091-MONOMER	G1G1K-3091		hypothetical protein	
G1G1K-4995-MONOMER	G1G1K-4995		hypothetical protein	
G1G1K-6791-MONOMER	G1G1K-6791	C3K0U5	flagellar M-ring protein FliF	
G1G1K-7219-MONOMER	G1G1K-7219	C3K0Q2	two-component sensor histidine kinase	
G1G1K-3583-MONOMER	G1G1K-3583	C3K8H2	aminomethyltransferase	
G1G1K-6420-MONOMER	G1G1K-6420		aspartate-semialdehyde dehydrogenase	
G1G1K-616-MONOMER	G1G1K-616	C3KBH6	hypothetical protein	
G1G1K-3894-MONOMER	G1G1K-3894		aromatic alcohol reductase	
G1G1K-8112-MONOMER	G1G1K-8112		phosphoglucosamine mutase	
G1G1K-3847-MONOMER	G1G1K-3847	C3K8N3	EamA-like transporter family protein	
G1G1K-7603-MONOMER	G1G1K-7603		hypothetical protein	
G1G1K-8649-MONOMER	G1G1K-8649		glycerol-3-phosphate acyltransferase	
G1G1K-6792-MONOMER	G1G1K-6792		flagellar hook-basal body complex protein FliE	
G1G1K-236-MONOMER	G1G1K-236		KTSC domain-containing protein	
G1G1K-6198-MONOMER	G1G1K-6198	C3JZ96	MFS transporter	
G1G1K-994-MONOMER	G1G1K-994		adenosine deaminase	
G1G1K-1169-MONOMER	G1G1K-1169	C3KE98	hypothetical protein	
G1G1K-5787-MONOMER	G1G1K-5787	C3JY36	hypothetical protein	
G1G1K-7220-MONOMER	G1G1K-7220		DNA-binding response regulator	
G1G1K-1476-MONOMER	G1G1K-1476	C3K4P7	hypothetical protein	
G1G1K-2718-MONOMER	G1G1K-2718		cation acetate symporter	ActP
G1G1K-5481-MONOMER	G1G1K-5481		hypothetical protein	
G1G1K-9144-MONOMER	G1G1K-9144	C3K3U4	TetR family transcriptional regulator	
G1G1K-4172-MONOMER	G1G1K-4172		ABC transporter ATP-binding protein	
G1G1K-9275-MONOMER	G1G1K-9275		nucleoside diphosphate kinase regulator	
G1G1K-2594-MONOMER	G1G1K-2594	C3JXF5	IS110 family transposase	
G1G1K-3194-MONOMER	G1G1K-3194	C3K689	DNA-binding response regulator	
G1G1K-6793-MONOMER	G1G1K-6793	C3K0U7	sigma-54-dependent Fis family transcriptional regulator	
G1G1K-617-MONOMER	G1G1K-617	C3KBH7	beta-ketoacyl-ACP synthase II	
G1G1K-2480-MONOMER	G1G1K-2480	C3K4X8	TetR family transcriptional regulator	
G1G1K-7604-MONOMER	G1G1K-7604	C3K172	antibiotic biosynthesis monooxygenase	
G1G1K-4480-MONOMER	G1G1K-4480	C3KA02	hypothetical protein	
G1G1K-4666-MONOMER	G1G1K-4666	C3KA83	DUF4946 domain-containing protein	
G1G1K-4821-MONOMER	G1G1K-4821	C3KBD2	short chain dehydrogenase	
G1G1K-995-MONOMER	G1G1K-995		calcium:proton antiporter	
G1G1K-9555-MONOMER	G1G1K-9555		ParA family protein	
G1G1K-1712-MONOMER	G1G1K-1712		hypothetical protein	
G1G1K-3923-MONOMER	G1G1K-3923		TonB-denpendent receptor	
G1G1K-237-MONOMER	G1G1K-237	C3KBS2	hypothetical protein	
G1G1K-3683-MONOMER	G1G1K-3683		sigma-54-dependent Fis family transcriptional regulator	
G1G1K-1601-MONOMER	G1G1K-1601		type 1 fimbrial protein	
G1G1K-7605-MONOMER	G1G1K-7605		AraC family transcriptional regulator	
G1G1K-7221-MONOMER	G1G1K-7221		ribonucleoside-diphosphate reductase subunit alpha	
G1G1K-8650-MONOMER	G1G1K-8650	C3K338	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	TsaD
G1G1K-6794-MONOMER	G1G1K-6794		PAS domain-containing sensor histidine kinase	
G1G1K-4276-MONOMER	G1G1K-4276	C3K9V4	hypothetical protein	
G1G1K-4330-MONOMER	G1G1K-4330	C3KAU0	peptidase	
G1G1K-5932-MONOMER	G1G1K-5932	C3JYD9	multidrug RND transporter	
G1G1K-4549-MONOMER	G1G1K-4549	C3KA71	hypothetical protein	
G1G1K-4083-MONOMER	G1G1K-4083	C3K9I5	5-deoxy-glucuronate isomerase	IolB
G1G1K-618-MONOMER	G1G1K-618	C3KBH8	beta-ketoacyl-ACP reductase	
G1G1K-3351-MONOMER	G1G1K-3351	C3K8C8	enterobactin receptor	
G1G1K-8325-MONOMER	G1G1K-8325	C3K2I5	hypothetical protein	
G1G1K-8520-MONOMER	G1G1K-8520		GlxA family transcriptional regulator	
G1G1K-3289-MONOMER	G1G1K-3289		hypothetical protein	
G1G1K-6199-MONOMER	G1G1K-6199	C3JZ97	outer membrane porin, OprD family	
G1G1K-6424-MONOMER	G1G1K-6424		aspartate-semialdehyde dehydrogenase	Asd
G1G1K-1000-MONOMER	G1G1K-1000	C3KAI5	8-oxoguanine deaminase	
G1G1K-5239-MONOMER	G1G1K-5239	C3KCE2	LysR family transcriptional regulator	
G1G1K-1284-MONOMER	G1G1K-1284	C3K6Y5	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	
G1G1K-5357-MONOMER	G1G1K-5357		MoxR family ATPase	
G1G1K-238-MONOMER	G1G1K-238		hypothetical protein	
G1G1K-5537-MONOMER	G1G1K-5537	C3JXL2	pirin family protein	
G1G1K-5840-MONOMER	G1G1K-5840		tRNA 2-thiouridine(34) synthase MnmA	
G1G1K-8025-MONOMER	G1G1K-8025	C3K206	tryptophan 2,3-dioxygenase	KynA
G1G1K-4573-MONOMER	G1G1K-4573		EfeM/EfeO family lipoprotein	
